-0.14515608,-0.644425585,0.202124135,357.0011957,357.2301026,353.3856683
-0.158927698,-0.662357601,0.202176895,3.072517553,349.978134,353.0958249
-0.179070012,-0.657765626,0.151535518,9.120192407,13.38575249,348.2829929
-0.102941544,-0.697199689,0.139285007,22.37184975,14.05103087,355.0710872
-0.043083671,-0.691153113,0.154554165,23.6629121,10.66509697,0.3160616603
-0.04228135,-0.674820831,0.118363569,42.09958806,11.89793976,359.6477972
-0.043700586,-0.660407248,0.137177175,11.30488247,9.698641024,0.7496796428
-0.058740539,-0.631407502,0.20495677,335.4256187,7.341499082,359.3486364
-0.109395215,-0.651964031,0.202967608,334.6425696,9.244046051,355.147285
-0.085682042,-0.683196513,0.180989049,326.7044013,8.255406149,356.9508738
-0.031081876,-0.671011818,0.231191171,334.8888814,6.405135238,1.313165115
-0.039391106,-0.658650196,0.222079298,42.44068657,12.16789031,359.8976625
-0.100513425,-0.653108338,0.236748981,32.46272603,8.58908616,355.8780734
-0.068454053,-0.665382876,0.24825939,3.789290391,8.937327663,358.6234707
-0.045196166,-0.66711108,0.247799902,38.56010075,11.47872171,334.9439542
-0.088507117,-0.661105561,0.226691725,334.1476764,8.404805494,332.079493
-0.059321083,-0.646200953,0.221672836,37.97171477,10.7578711,334.0865133
-0.087509639,-0.682912954,0.247147183,33.21895166,9.127501531,5.653803317
-0.059287639,-0.668603541,0.210867543,35.43398213,47.6849255,3.783446954
-0.056182172,-0.663388093,0.141303215,42.06851174,350.9646392,9.758526828
