-0.105987701,-0.676810118,0.195562853,8.49472383,350.5482486,357.662038
-0.118236495,-0.676688119,0.19255399,8.728348124,341.7611491,357.7165173
-0.112372565,-0.642249209,0.192619247,8.878110438,341.8428121,358.2213955
-0.111955401,-0.63094219,0.162142912,24.1741228,342.3642849,358.0464586
-0.078629436,-0.631270382,0.165787461,23.34475348,5.815935707,357.9585567
-0.103729683,-0.612411453,0.232396464,199.8081997,16.05649211,13.11227227
-0.067706432,-0.67710941,0.180576299,16.18307494,5.575020689,358.0662087
-0.061326548,-0.677182327,0.168019937,14.57647922,33.7817569,356.8201393
-0.061303611,-0.684923783,0.132402688,32.51962917,33.83243882,356.7954535
-0.090207637,-0.68331302,0.174294595,28.1887396,11.84793947,356.7649514
-0.104548637,-0.622341081,0.255846555,202.0625667,325.1887353,3.205761629
-0.073049039,-0.662822551,0.260446605,345.920729,24.34562598,356.8045104
-0.073093755,-0.65513032,0.255286666,334.9388964,24.30940762,356.798813
-0.066151121,-0.659416266,0.239818581,334.8541176,45.12932317,356.8578753
-0.072266261,-0.65077465,0.257635642,334.4909932,9.98038371,357.3033529
-0.170992458,-0.616792953,0.237273027,178.211007,344.0574124,11.942935
-0.098798913,-0.632876319,0.23602845,176.4635741,345.5694677,4.903141212
-0.150060993,-0.631125638,0.223547329,195.1691002,1.581965577,10.9995133
-0.116645966,-0.605512951,0.222065725,158.4565493,347.5387078,6.320590012
-0.13865047,-0.607024857,0.267613759,176.0497003,9.189251421,15.76002695
